yugo london club to hold technical talks pap;a delegation of the london club creditors is due to begin technical talks on yugoslavias commercial debt in belgrade on october 17 the daily nasa borba reported on wednesdayit is not a senior delegation since the forthcoming talks are purely of a technical nature john eisenhammer of lowe bell financial yugoslavias public relations adviser was quoted by nasa borba as sayingeisenhammer said the two delegations would discuss documents submitted by the yugoslav government to the london club the international monetary fund imf and the world bank on the economic situation and economic forecastsnoone from the yugoslav delegation was immediately available for commentcreditors last met yugoslav officials in london in july to discuss rescheduling the 2 billion commercial debt inherited by rump yugoslavia after the violent breakup of the former federation in 1991eisenhammer said real talks with the london club on how to reschedule yugoslavias commercial debt could be expected in december as well as preliminary talks with the world bank while talks with the imf were still uncertainworld bank experts can be expected in belgrade at the end of the year as for the imf there is no timing he said amra kevic belgrade newsroom 381 11 2224305;0
taiwan businessman says he spied for china;a taiwan businessman turned himself in to local authorities claiming he had collected state secrets for the islands rival china over the past two years state media said on wednesdaythe businessman surnamed chang told the bureau of investigation that he had helped spies from mainland china to collect the islands national defence and foreign policy secretsin return beijing helped chang with his investment projects on the mainland the reports saidthis is the first case this year a bureau official said on state television related authorities are closely monitoring similar casesthe bureau declined to give further detailsthe businessman was under investigation for espionage state media saidchina has viewed taiwan as a renegade province since a civil war separated them in 1949 taiwan has banned all direct official contact with communist chinaall investment projects must be routed through a third territory usually hong kongdespite the ban indirect commerce has flourished since the late 1980s when political tensions started to thaw some 30000 taiwan firms have poured more than us20 billion into china;0
us judge denies vw motion to dismiss gm lawsuit;a federal judge dealt a major blow to volkswagen ag wednesday and allowed a general motors corp lawsuit which alleges the german automaker stole corporate secrets to proceed in the heart of the american automotive capitolus district judge nancy edmunds denied a motion from vw to dismiss the lawsuit after hearing arguments from richard denvir an attorney representing vwdenvir said the suit should be dismissed because it duplicates cases in germany is mostly a european matter and would be inconvenient for the majority of witnesses who live in germany and other parts of europe he estimated the cost of interpreters and translating 10000 pages of documents could be more than 5 millionthis case does uniquely belong here in detroit edmunds said i believe there will be inconviences to some witnesses regardless of where the case is tried i dont see the balance of hardship leaning strongly one way or the othergm filed its lawsuit in us district court here last march it alleges that vws top production chief jose ignacio lopez de arriortua and several other executives stole trade secrets including product plans parts purchasing information and plans for a superefficient manufacturing concept when they defected to vw in march 1993lopez had been gms top purchasing executive when he abruptly left to join the german automaker setting in motion the now threeyear sagaedmunds ruling could mean that top vw executives including chairman ferdinand piech could be forced to testify in gms hometown it could also expose vw to the more lenient rules of discovery and factfinding allowed by us courtsattorney eugene driker who represented gm told edmunds volkswagen sought to have the case dismissed because the german automaker wants to avoid having its executives testify under oath in a us court he dismissed arguments about inconveniencing vw executivesthere cant be a more important concern to this court than the ability of the automotible industry to protect itself from the theft of its trade secrets he saidthe lawsuit alleges that lopez piech and other defendants set up an elaborate operation to copy gm information into vw computers and then shredded the documentsgm says the plant x concept in which outside suppliers take a greater role in vehicle assembly was used in a new vw plant in brazilvolkswagen has denied the allegations attorney denvir said the company will continue to vigorously defend itselfits very unusual to get rid of a case at this stage he said after the ruling we would have been very surprised and delighted if we had wonin another ruling wednesday edmunds said several vw executives who left gm with lopez could be included in gms lawsuit in detroit they are jorge alvarez aguirre rosario piazza francisco garciasanz hugo van der auwera willibrordus admiraal andries versteeg jairo wicker and h w lytleedmunds said she has not yet decided if piech and jens neumann a member of vws board of management should be included as defendants also undecided is whether vws volkswagen of america unit can be named as a defendant and if a similar gm lawsuit in spain should be joined with the us lawsuit the judge said she will make that decision in a written opinion to be filed before oct 28edmunds ruling wednesday clears the way for another hearing oct 28 to determine whether gms claims of racketeering copyright infringement and trademark violations should be included in a trial of the casegm had difficulty serving the lawsuit to lopez who has avoided the united states since he left gm but gm process servers caught up with him at a vw executive meeting in vancouver canada in june and served him with the lawsuit as he used a telephone in a hotel lobbygm also will ask edmunds whether it can mail the lawsuit to three of the 11 defendants in the case who have not yet been served vw executives alvarez piazza and versteegvw subject to continuing criminal investigations in both germany and the united states sued gm and its adam opel ag unit for defamation in a german court in may claiming gm made false accusations against vw a decision in that case is expected oct 30;1
us judge denies vw move to dismiss gm suit;a federal judge dealt a major blow to volkswagen ag wednesday denying a motion from the german automaker to dismiss a lawsuit filed by general motors corp accusing vw and several of its top executives of stealing corporate secretsus district judge nancy edmunds made the ruling after rejecting arguments from richard denvir an attorney representing vw denvir said the lawsuit should be dismissed because it duplicates cases in germany is mostly a european matter and would be inconvenient for the majority of witnesses who live in germany and other parts of europethis case does uniquely belong here in detroit edmunds said i believe there will be inconviences to some witnesses regardless of where the case is tried i dont see the balance of hardship leaning strongly one way or the othergm filed its lawsuit in us district court here last march gm alleges vws top production chief jose ignacio lopez de arriortua and several other executives stole trade secrets including product plans parts purchasing information and plans for a superefficient manufacturing concept when they defected to vw in march 1993lopez had been gms top purchasing executive when he abruptly left to join the german automaker setting in motion the now threeyear saga edmunds ruling could mean that top vw executives including chairman ferdinand piech could be put on trial in the heart of the american automotive capitolattorney eugene driker who represented gm told edmunds volkswagen sought to have the case dismissed because the german automaker wants to avoid having its executives testify under oath in a us courtdriker also argued the case concerned gms most closely guarded corporate secrets and not just issues involving gms adam opel ag unitthe lawsuit alleges lopez piech and other defendants set up an elaborate operation to copy gm information into vw computers and then shredded the documentsgm says the plant x concept in which outside suppliers take a greater role in vehicle assembly was used in a new vw plant in brazilvolkswagen has denied the allegationsedmunds ruling clears the way for another hearing oct 28 to determine whether gms claims of racketeering copyright infringement and trademark violations should be included in a trial of the casegm had difficulty serving the lawsuit to lopez who has avoided the united states since he left gm but gm process servers caught up with him at a vw executive meeting in vancouver canada in june and served him with the lawsuit as he used a telephone in a hotel lobbygm also will ask edmunds whether it can mail the lawsuit to three of the 11 defendants in the action who have not yet been served vw executives jorge alvarez rosario piazza and andre versteegvw subject to continuing criminal investigations in both germany and the united states sued gm and its adam opel ag unit for defamation in a german court in may claiming gm made false accusations against vw a decision in that case is expected oct 30;1
gm vw lawyers face off in lopez spy cas;lawyers for general motors corp and volkswagen ag were to face off in a us court for the first time wednesday in the threeyearold saga of j ignacio lopez de arriortua and gms industrial espionage charges against vwin a hearing scheduled for 2 pm edt 1800 gmt us district judge nancy edmunds will hear oral arguments on several motions in the lawsuit gm filed against volkswagen in march including vws motion to dismiss the casegm alleges that when lopez abruptly left the detroitbased automaker to become vws production chief in march 1993 he stole trade secrets including product plans worldwide prices that gm pays for parts and plans for a superefficient manufacturing concept called plant xthe lawsuit alleges that lopez vw chairman ferdinand piech and other defendants set up an elaborate operation to copy gm information into vw computers and then shredded the documents gm claims that the plant x concept in which outside suppliers take a greater role in vehicle assembly was used in a new vw plant in brazilvolkswagen has denied the allegationsif edmunds rules that the case can proceed another hearing will be held oct 28 to determine whether gms claims of racketeering copyright infringement and trademark violations should be included in a trial on the casegm had difficulty serving the suit to lopez who has avoided the united states since he left gm but gm process servers caught up with him at a vw executive meeting in vancouver canada in june and served him with the suit as he used a telephone in a hotel lobbygm also will ask edmunds whether it can mail the suit to three of the 11 defendants in the suit who have not yet been served vw executives jorge alvarez rosario piazza and andre versteegvw subject to continuing criminal investigations in both germany and the united states sued gm and its adam opel ag unit for defamation in a german court in may claiming gm made false accusations against vw a decision in that case is expected oct 30;1
german shares close largely flat on russia fear;german shares closed largely flat on thursday subdued throughout the day by uncertainty surrounding the political situation in russiathe dax index of 30 leading shares closed floor dealings almost unchanged at 271626 points before news came through that russian security chief alexander lebed had been sackedthat initially pushed the ibis dax index of allday computer trade off highs reached earlier in the day but the index later recovered much of the ground lost to end 1244 points or 046 percent higher at 271750 pointsthe most obvious beneficiary of the news was the dollar whose gains in turn encouraged exportorientated german stocks which react positively to mark weaknessdespite russian political instability dealers said the psychological and technical level of 2700 points for the dax was unlikely to be breached this weekthe 2700 level looks safe in any case one dealer saida gain of almost half a percent during early wall street was also supportivedealers said software concern sap ag had attracted interest during the day sap which was rated top performing german company by a magazine on wednesday climbed 14 percent or 380 marks to end ibis trade at 279 markscarmaker volkswagen stock ended ibis trade down 275 marks at 584 after a us judge on wednesday denied a motion by vw seeking to block a lawsuit filed against it by us automotive giant general motors cothe gm lawsuit accuses vw and several of its top executives of stealing corporate secretsit has had more of an impact on sentiment than anything else there has been some negativity surrounding vw shares anyway one german automotive sector analyst saidbut he added that if the price fell any further many investors would see it as an opportunity to buy back vw sharesdaimlerbenz ag gained 182 marks to end computer trade at 8895 after sources confirmed it was considering a plan for an internal merger of its mercedes car and truckmaking unit within the daimler parent company itselfthe move was seen as a part of attempt by daimler chief juergen schrempp to make the groups individual operating units more responsive and focussed on qu;1
gm optimistic after latest lopez case rul;general motors corp is hopeful that a case pending in a us court will find it entitled to compensation in connection with a complaint concerning a former gm executive who left over three years ago to work for volkswagen agthe ruling is the latest twist in a protracted legal battle involving jose ignacio lopez de arriortua who left gm to work for vw in march 1993we believe the forthcoming case concerning this civil complaint will not only lead to remedies of the substantial damages suffered by opel and general motors but also finally to a judicial determination of the wrongful acts in conjuction with lopezs move to vw which the defendents have now been attempting to prevent for three and onehalf years gm saidthe statement released from gms european headquarters followed news wednesday that a us district judge denied a motion by vw to dismiss a lawsuit filed by gm against vw and some of its executives including lopez gm has accused them of stealing trade secretsvw has denied the allegations zurich editorial 41 1 631 7340;1
volkswagen down after us lawsuit decis;shares in german carmaker volkswagen ag fell 625 marks to 58050 in early trade on thursday after a a us judge on wednesday denied a motion by it seeking to block a lawsuit filed by general motorsthe gm lawsuit accuses vw and several of its top executives of stealing corporate secretsit has had more of an impact on sentiment than anything else there has been some negativity surrounding vw shares anyway one german automotive sector analyst saidbut he added that if the price fell any further many investors would see it as an opportunity to buy back vw sharesgeneral motors filed a motion in march 1996 alleging that some of its former executives stole product plans parts purchasing information and the details of a new manufacturing system when they defected to vw three years earlierfrankfurt newsroom 49 69 756525;1
stocks rise in europe japan;here is how major stock markets outside the united states ended fridaylondon stocks closed at a record high for the third time in five sessions buoyed by firm us treasury bonds and lifted toward the close as the dow recovered from early weaknessthe ftse 100 ended 110 points higher at 40531 surpassing its previous record close of 40508 set tuesday for a rise of 250 points in the weekfrankfurt the dax index of 30 leading stocks ended floor trade at a new record close supported by strength on other markets the firm dollar and data showing improved domestic business confidencethe dax index closed market trade 1856 points higher at 273482 up 4817 from last friday in afterhours trading the dax stood at 272756paris the bluechip cac40 index ended at its highest close since may 1994 after a series of us statistics this week ending with the trade data friday was well receivedthe cac40 was 1990 points or 092 percent higher at 218523 and up 3811 from seven days agozurich swiss stocks closed higher but below the days high defying bouts of profittaking early wall street losses and pressure stemming from the expiration of options and futuresthe bluechip smi closed 101 points or 027 percent higher at 38033 and the allshare spi finished 560 points higher at 243852 up 273 from last fridaytokyo stocks closed higher propped up by a new record high on wall street overnight as well as hopes that japans general election sunday will produce a stable government capable of executing policies to help the economythe benchmark nikkei 225 ended 18856 points higher at 2161230 rising 64414 from last weekhong kong the hang seng index closed at a record high of 1251005 up 7325 points on confident retail and instititional buying boosted by wall streets strong performance there was a gain of 29165 since last fridaysydney stocks ended slightly higher with profittaking dragging the market off its early highs as investors decided to square positions after the market reached record highs during the weekthe all ordinaries index closed just 12 points higher at 23550 up 182 from seven days agojohannesburg south african shares ended firmer in quiet trade as the rand moved off firmer early levels gold shares closed weak on a softer bullion pricethe overall index ended down 38 points to 70038 points losing 507 on the week the industrial index gained 63 points to 82584 and was up 120 from a week ago the gold index fell 151 to 16684 for a loss of 598 since last friday;0
turkey studies mediumterm plan businessman say;a leading turkish businessman said on friday prime minister necmettin erbakans islamistled government was working on a mediumterm economic programmethe economys problems are obvious but we see that a technical study is being carried we have learnt that the government is working on a threeyear programme anatolian news agency quoted halis komili head of the influential busineesmen and industrialists association tusiad as sayingkomili said he did not have details of the programme which he said would focus on privatisationno official confirmation of studies for such a package was mmediately availabletusiad has long been urging the government to implement a mediumterm stability programme to lower high inflation of around 80 percent and to narrow huge deficitskomili said any serious economic programme would boost turkeys credibility in international financial markets ankara newsroom 90312446 2940;0
daimlers mercedes merger row seen nearing showdown;a boardroom battle at daimlerbenz ag germanys largest industrial group may be nearing a showdown because only one member opposes a planned management restructuring sources close to the company saidsix out of seven board members at daimler favour plans to integrate the mercedesbenz ag luxury car unit into the parent company sources close to the company told reutersalso hilmar kopper head of daimlers supervisory board and management board chairman at germanys largest commercial bank deutsche bank has signalled his approval of the plan german newsmagazine der spiegel reported at the weekendmeanwhile only helmut werner chief executive of the mercedes unit and a daimler board member opposes the move the sources told reutersthe situation may come to a head as early as this week when the executive committee of daimlers supervisory board meets on tuesday the full supervisory board will meet on november 6three other mercedes board members kurt lauk juergen hubbert and dieter zetsche have signed off on the plan german newspapers reported at the weekendwerner who was seen as a contender for the top job at daimler before juergen schrempp was appointed to succeed retiring chief edzard reuter last year may face the end of his career at the carmaker if the plan is approvedalthough werner would remain on the daimler board if mercedes were intergrated he would effectively be made redundant and has threatened to resign if the internal merger were agreed the stuttgarter zeitung reported last weekspiegel reported that kopper hopes to avoid having werner leave the companythe plan to fuse mercedes with its parent company is seen as part of a drive by daimlerbenz chief juergen schrempp to take daimler back to its roots as a transport group reversing the trend begun by edzard reuter to create an integrated technology holding groupmercedes said there was no official comment on sunday saying only that none of the mercedes board members had been asked about the row and had not commented on it eitherdaimler also had no commentanalysts have said the plan would be a logical next step following the dissolution earlier this year of daimlers lossmaking aeg industrial division and the divestment of the majorityheld fokker dutch planemaker unitmercedes which now makes up around threequarters of daimlers group revenues predicted that its 1996 profits will be clearly higher than last years 2275 billion mark profit the boersen zeitung reported in its saturday editionthe paper also quoted mercedes official juergen fahr as predicting 1996 sales could reach 75 billion marks topping 1995s 72 billion mark turnoverfahr was optimistic that the group would be able to recoup production lost when plants were boycotted by workers demonstrating against daimlers decision to adopt german law and award workers only 80 percent pay during illnessschrempp a champion of the move for shareholder value in germany is under great pressure to fulfil a promise to return daimler to profitability in 1996 after the 57 billion marks loss made by the group in 1995as the row progresses some sources believed schrempp would seek to avoid any potentially damaging power struggle with werner and could be ready to offer him the position of deputy chairman in the reshuffled daimler boardany integration of mercedesbenz was seen as likely to be accompanied by the appointment of at least three current mercedes managers to the main boardbut werners bargaining position within the company is seen as weaker than schrempps in that unlike daimler veteran schrempp he is a relative newcomer to the group frankfurt newsroom 49 69 756525;0
